Repetition_nr;Nitrogen_level;Soil_conditioning;Setup_IAN;Invasive_species;Species;Status;Shoot_dry_weight;Root_dry_weight
3;16;T;A;Sporobolus_indicus;Centaurea;N;76,5;63,6
3;16;T;A;Sporobolus_indicus;Plantago;N;292;150
3;16;T;A;Sporobolus_indicus;Ranunculus;N;3;0
1;32;T;A;Sporobolus_indicus;Invasive;I;226,4;77,8
1;32;T;A;Sporobolus_indicus;Agrostis;N;168,6;53,6
1;32;T;A;Sporobolus_indicus;Centaurea;N;181,7;110
1;32;T;A;Sporobolus_indicus;Plantago;N;427,6;179,7
1;32;T;A;Sporobolus_indicus;Ranunculus;N;108,6;59,2
2;32;T;A;Sporobolus_indicus;Invasive;I;96,4;28,3
2;32;T;A;Sporobolus_indicus;Agrostis;N;97,6;34,5
2;32;T;A;Sporobolus_indicus;Centaurea;N;248,7;215
2;32;T;A;Sporobolus_indicus;Plantago;N;27,5;1,5
2;32;T;A;Sporobolus_indicus;Ranunculus;N;173,2;65,8
3;32;T;A;Sporobolus_indicus;Invasive;I;232,5;70,4
3;32;T;A;Sporobolus_indicus;Agrostis;N;123,3;32,5
3;32;T;A;Sporobolus_indicus;Centaurea;N;381,1;255,1
3;32;T;A;Sporobolus_indicus;Plantago;N;495,4;283,6
3;32;T;A;Sporobolus_indicus;Ranunculus;N;198,4;91,2
1;64;T;A;Sporobolus_indicus;Invasive;I;192,7;71,8
1;64;T;A;Sporobolus_indicus;Agrostis;N;21,3;6,4
1;64;T;A;Sporobolus_indicus;Centaurea;N;369,9;240,3
1;64;T;A;Sporobolus_indicus;Plantago;N;411,7;249,5
1;64;T;A;Sporobolus_indicus;Ranunculus;N;133,6;83,3
2;64;T;A;Sporobolus_indicus;Invasive;I;127,1;35
2;64;T;A;Sporobolus_indicus;Agrostis;N;0;0
2;64;T;A;Sporobolus_indicus;Centaurea;N;271,7;147,8
2;64;T;A;Sporobolus_indicus;Plantago;N;352,8;144,4
2;64;T;A;Sporobolus_indicus;Ranunculus;N;156,5;54,3
3;64;T;A;Sporobolus_indicus;Invasive;I;281,2;104,6
3;64;T;A;Sporobolus_indicus;Agrostis;N;9,5;5,1
3;64;T;A;Sporobolus_indicus;Centaurea;N;142,1;59,5
3;64;T;A;Sporobolus_indicus;Plantago;N;124,5;104,5
3;64;T;A;Sporobolus_indicus;Ranunculus;N;0;0
1;4;T;N;Sporobolus_indicus;Agrostis;N;0;0
1;4;T;N;Sporobolus_indicus;Centaurea;N;46;54,4
1;4;T;N;Sporobolus_indicus;Plantago;N;42,3;36,4
1;4;T;N;Sporobolus_indicus;Ranunculus;N;12,9;9,4
2;4;T;N;Sporobolus_indicus;Agrostis;N;4;3,5
2;4;T;N;Sporobolus_indicus;Centaurea;N;35,9;12,4
2;4;T;N;Sporobolus_indicus;Plantago;N;9,6;7,1
2;4;T;N;Sporobolus_indicus;Ranunculus;N;14,2;0
3;4;T;N;Sporobolus_indicus;Agrostis;N;0,4;1,1
3;4;T;N;Sporobolus_indicus;Centaurea;N;39,9;24,5
3;4;T;N;Sporobolus_indicus;Plantago;N;13,7;13,5
3;4;T;N;Sporobolus_indicus;Ranunculus;N;15,5;6,9
1;8;T;N;Sporobolus_indicus;Agrostis;N;79,8;29,2
1;8;T;N;Sporobolus_indicus;Centaurea;N;193,7;149,5
1;8;T;N;Sporobolus_indicus;Plantago;N;0;0
1;8;T;N;Sporobolus_indicus;Ranunculus;N;0;0
2;8;T;N;Sporobolus_indicus;Agrostis;N;23,5;10,1
2;8;T;N;Sporobolus_indicus;Centaurea;N;100,2;50,6
2;8;T;N;Sporobolus_indicus;Plantago;N;71,5;48,9
2;8;T;N;Sporobolus_indicus;Ranunculus;N;7,3;2,5
3;8;T;N;Sporobolus_indicus;Agrostis;N;20,6;16,3
3;8;T;N;Sporobolus_indicus;Centaurea;N;113,3;35,8
3;8;T;N;Sporobolus_indicus;Plantago;N;124;39
3;8;T;N;Sporobolus_indicus;Ranunculus;N;0;0
1;16;T;N;Sporobolus_indicus;Agrostis;N;135,8;54,4
1;16;T;N;Sporobolus_indicus;Centaurea;N;227,6;90,3
1;16;T;N;Sporobolus_indicus;Plantago;N;437,2;281,2
1;16;T;N;Sporobolus_indicus;Ranunculus;N;31,8;40
2;16;T;N;Sporobolus_indicus;Agrostis;N;4,6;0,6
2;16;T;N;Sporobolus_indicus;Centaurea;N;126,3;66,1
2;16;T;N;Sporobolus_indicus;Plantago;N;466,6;130,4
2;16;T;N;Sporobolus_indicus;Ranunculus;N;25,4;0
3;16;T;N;Sporobolus_indicus;Agrostis;N;181,5;105,3
3;16;T;N;Sporobolus_indicus;Centaurea;N;56,3;75,9
3;16;T;N;Sporobolus_indicus;Plantago;N;235;209,3
3;16;T;N;Sporobolus_indicus;Ranunculus;N;3,9;0
1;32;T;N;Sporobolus_indicus;Agrostis;N;408,8;155
1;32;T;N;Sporobolus_indicus;Centaurea;N;383,3;148,6
1;32;T;N;Sporobolus_indicus;Plantago;N;538,3;209,5
1;32;T;N;Sporobolus_indicus;Ranunculus;N;0;0
2;32;T;N;Sporobolus_indicus;Agrostis;N;0;0
2;32;T;N;Sporobolus_indicus;Centaurea;N;126;57,6
2;32;T;N;Sporobolus_indicus;Plantago;N;745,7;288,2
2;32;T;N;Sporobolus_indicus;Ranunculus;N;0;0
3;32;T;N;Sporobolus_indicus;Agrostis;N;93,6;35,7
3;32;T;N;Sporobolus_indicus;Centaurea;N;286;220,4
3;32;T;N;Sporobolus_indicus;Plantago;N;142,6;63
3;32;T;N;Sporobolus_indicus;Ranunculus;N;36,2;21,9
1;64;T;N;Sporobolus_indicus;Agrostis;N;202,6;86,9
1;64;T;N;Sporobolus_indicus;Centaurea;N;133,1;82,5
1;64;T;N;Sporobolus_indicus;Plantago;N;450,6;150,3
1;64;T;N;Sporobolus_indicus;Ranunculus;N;118;30,4
2;64;T;N;Sporobolus_indicus;Agrostis;N;154,3;37,9
2;64;T;N;Sporobolus_indicus;Centaurea;N;104,1;58,6
2;64;T;N;Sporobolus_indicus;Plantago;N;33,6;5,3
2;64;T;N;Sporobolus_indicus;Ranunculus;N;51,2;14,9
3;64;T;N;Sporobolus_indicus;Agrostis;N;229,2;53,3
3;64;T;N;Sporobolus_indicus;Centaurea;N;520;301,9
3;64;T;N;Sporobolus_indicus;Plantago;N;175,6;66,9
3;64;T;N;Sporobolus_indicus;Ranunculus;N;125,6;56,3
1;4;C;I;Erigeron_canadensis;Invasive;I;27;48,6
2;4;C;I;Erigeron_canadensis;Invasive;I;66,7;35,9
3;4;C;I;Erigeron_canadensis;Invasive;I;54;33,4
1;8;C;I;Erigeron_canadensis;Invasive;I;206;82,1
2;8;C;I;Erigeron_canadensis;Invasive;I;245,7;72,9
3;8;C;I;Erigeron_canadensis;Invasive;I;163,8;60,5
1;16;C;I;Erigeron_canadensis;Invasive;I;532,7;283,3
2;16;C;I;Erigeron_canadensis;Invasive;I;507,3;435,3
3;16;C;I;Erigeron_canadensis;Invasive;I;96,2;49,7
1;32;C;I;Erigeron_canadensis;Invasive;I;781,7;525
2;32;C;I;Erigeron_canadensis;Invasive;I;496,3;175,2
3;32;C;I;Erigeron_canadensis;Invasive;I;504;233,7
1;64;C;I;Erigeron_canadensis;Invasive;I;524,1;376,9
2;64;C;I;Erigeron_canadensis;Invasive;I;436,7;131,1
3;64;C;I;Erigeron_canadensis;Invasive;I;266,8;110,3
1;4;T;I;Erigeron_canadensis;Invasive;I;29,8;18,1
2;4;T;I;Erigeron_canadensis;Invasive;I;28,2;19,3
3;4;T;I;Erigeron_canadensis;Invasive;I;56,2;18,2
1;8;T;I;Erigeron_canadensis;Invasive;I;295,3;141,8
2;8;T;I;Erigeron_canadensis;Invasive;I;155,3;72,3
3;8;T;I;Erigeron_canadensis;Invasive;I;134,7;76,4
1;16;T;I;Erigeron_canadensis;Invasive;I;431,5;272,6
2;16;T;I;Erigeron_canadensis;Invasive;I;185;96,2
3;16;T;I;Erigeron_canadensis;Invasive;I;320,3;125,9
1;32;T;I;Erigeron_canadensis;Invasive;I;637,9;547,6
2;32;T;I;Erigeron_canadensis;Invasive;I;925,7;526,4
3;32;T;I;Erigeron_canadensis;Invasive;I;504,1;234
1;64;T;I;Erigeron_canadensis;Invasive;I;858,1;364,6
2;64;T;I;Erigeron_canadensis;Invasive;I;189;77
3;64;T;I;Erigeron_canadensis;Invasive;I;295,3;185,8
1;4;C;A;Erigeron_canadensis;Invasive;I;32,4;7,3
1;4;C;A;Erigeron_canadensis;Agrostis;N;4,1;0,7
1;4;C;A;Erigeron_canadensis;Centaurea;N;63,6;23,9
1;4;C;A;Erigeron_canadensis;Plantago;N;7,6;0
1;4;C;A;Erigeron_canadensis;Ranunculus;N;3,5;9,2
2;4;C;A;Erigeron_canadensis;Invasive;I;15,1;8,2
2;4;C;A;Erigeron_canadensis;Agrostis;N;9,8;15,2
2;4;C;A;Erigeron_canadensis;Centaurea;N;99;37,8
2;4;C;A;Erigeron_canadensis;Plantago;N;34;5,6
2;4;C;A;Erigeron_canadensis;Ranunculus;N;1,1;0
3;4;C;A;Erigeron_canadensis;Invasive;I;44,3;18,9
3;4;C;A;Erigeron_canadensis;Agrostis;N;13,5;10,8
3;4;C;A;Erigeron_canadensis;Centaurea;N;85,2;105,7
3;4;C;A;Erigeron_canadensis;Plantago;N;55,3;21,9
3;4;C;A;Erigeron_canadensis;Ranunculus;N;7;14
1;8;C;A;Erigeron_canadensis;Invasive;I;96,5;29,6
1;8;C;A;Erigeron_canadensis;Agrostis;N;28;20
1;8;C;A;Erigeron_canadensis;Centaurea;N;64,7;32,7
1;8;C;A;Erigeron_canadensis;Plantago;N;142,7;77,4
1;8;C;A;Erigeron_canadensis;Ranunculus;N;0;0
2;8;C;A;Erigeron_canadensis;Invasive;I;72,8;19,3
2;8;C;A;Erigeron_canadensis;Agrostis;N;37,8;22,4
2;8;C;A;Erigeron_canadensis;Centaurea;N;239,7;106,4
2;8;C;A;Erigeron_canadensis;Plantago;N;174,3;69,5
2;8;C;A;Erigeron_canadensis;Ranunculus;N;1,7;0
3;8;C;A;Erigeron_canadensis;Invasive;I;141,4;75,8
3;8;C;A;Erigeron_canadensis;Agrostis;N;61,2;58,4
3;8;C;A;Erigeron_canadensis;Centaurea;N;129,9;196
3;8;C;A;Erigeron_canadensis;Plantago;N;16,1;9,7
3;8;C;A;Erigeron_canadensis;Ranunculus;N;0;0
1;16;C;A;Erigeron_canadensis;Invasive;I;192,1;86,7
1;16;C;A;Erigeron_canadensis;Agrostis;N;84;19,4
1;16;C;A;Erigeron_canadensis;Centaurea;N;483;431,4
1;16;C;A;Erigeron_canadensis;Plantago;N;108,7;56,1
1;16;C;A;Erigeron_canadensis;Ranunculus;N;138,4;64,9
2;16;C;A;Erigeron_canadensis;Invasive;I;245,9;112,6
2;16;C;A;Erigeron_canadensis;Agrostis;N;62,8;84,6
2;16;C;A;Erigeron_canadensis;Centaurea;N;239,9;239,9
2;16;C;A;Erigeron_canadensis;Plantago;N;310,8;124,3
2;16;C;A;Erigeron_canadensis;Ranunculus;N;0;0
3;16;C;A;Erigeron_canadensis;Invasive;I;384,8;94,5
3;16;C;A;Erigeron_canadensis;Agrostis;N;94,3;54,1
3;16;C;A;Erigeron_canadensis;Centaurea;N;268,3;196,4
3;16;C;A;Erigeron_canadensis;Plantago;N;290,8;99,1
3;16;C;A;Erigeron_canadensis;Ranunculus;N;0;0
1;32;C;A;Erigeron_canadensis;Invasive;I;443,2;207,1
1;32;C;A;Erigeron_canadensis;Agrostis;N;313,1;123,7
1;32;C;A;Erigeron_canadensis;Centaurea;N;356,2;136,7
1;32;C;A;Erigeron_canadensis;Plantago;N;298,8;158,5
1;32;C;A;Erigeron_canadensis;Ranunculus;N;293,8;265,3
2;32;C;A;Erigeron_canadensis;Invasive;I;224,1;53,2
2;32;C;A;Erigeron_canadensis;Agrostis;N;102,3;36,1
2;32;C;A;Erigeron_canadensis;Centaurea;N;247,7;162
2;32;C;A;Erigeron_canadensis;Plantago;N;256,9;157,4
2;32;C;A;Erigeron_canadensis;Ranunculus;N;141,1;109,6
3;32;C;A;Erigeron_canadensis;Invasive;I;402,5;164,1
3;32;C;A;Erigeron_canadensis;Agrostis;N;69,2;38,3
3;32;C;A;Erigeron_canadensis;Centaurea;N;407,2;369
3;32;C;A;Erigeron_canadensis;Plantago;N;318,7;119,3
3;32;C;A;Erigeron_canadensis;Ranunculus;N;79,2;37,2
1;64;C;A;Erigeron_canadensis;Invasive;I;219,9;161,3
1;64;C;A;Erigeron_canadensis;Agrostis;N;2,6;4,9
1;64;C;A;Erigeron_canadensis;Centaurea;N;388,6;197,3
1;64;C;A;Erigeron_canadensis;Plantago;N;1241,8;412
1;64;C;A;Erigeron_canadensis;Ranunculus;N;37,4;49,3
2;64;C;A;Erigeron_canadensis;Invasive;I;369,2;129
2;64;C;A;Erigeron_canadensis;Agrostis;N;0;0
2;64;C;A;Erigeron_canadensis;Centaurea;N;351,7;180,5
2;64;C;A;Erigeron_canadensis;Plantago;N;300;138,1
2;64;C;A;Erigeron_canadensis;Ranunculus;N;6,9;13,4
3;64;C;A;Erigeron_canadensis;Invasive;I;214,9;145,8
3;64;C;A;Erigeron_canadensis;Agrostis;N;336,6;126,1
3;64;C;A;Erigeron_canadensis;Centaurea;N;601,6;419,2
3;64;C;A;Erigeron_canadensis;Plantago;N;234,2;101,4
3;64;C;A;Erigeron_canadensis;Ranunculus;N;39,9;0
1;4;T;A;Erigeron_canadensis;Invasive;I;11,4;3,4
1;4;T;A;Erigeron_canadensis;Agrostis;N;10,8;6,1
1;4;T;A;Erigeron_canadensis;Centaurea;N;12,5;5
1;4;T;A;Erigeron_canadensis;Plantago;N;41;36,5
1;4;T;A;Erigeron_canadensis;Ranunculus;N;3;0
2;4;T;A;Erigeron_canadensis;Invasive;I;7,8;2
2;4;T;A;Erigeron_canadensis;Agrostis;N;4,3;3,3
2;4;T;A;Erigeron_canadensis;Centaurea;N;82,2;69,3
2;4;T;A;Erigeron_canadensis;Plantago;N;19,9;21,9
2;4;T;A;Erigeron_canadensis;Ranunculus;N;0;0
3;4;T;A;Erigeron_canadensis;Invasive;I;18,6;5
3;4;T;A;Erigeron_canadensis;Agrostis;N;9,2;9,9
3;4;T;A;Erigeron_canadensis;Centaurea;N;57;39,5
3;4;T;A;Erigeron_canadensis;Plantago;N;11,9;7,7
3;4;T;A;Erigeron_canadensis;Ranunculus;N;0;0
1;8;T;A;Erigeron_canadensis;Invasive;I;88,5;37,6
1;8;T;A;Erigeron_canadensis;Agrostis;N;3,4;1
1;8;T;A;Erigeron_canadensis;Centaurea;N;66,6;42,6
1;8;T;A;Erigeron_canadensis;Plantago;N;12,1;8,8
1;8;T;A;Erigeron_canadensis;Ranunculus;N;5,1;4
2;8;T;A;Erigeron_canadensis;Invasive;I;43,4;29,9
2;8;T;A;Erigeron_canadensis;Agrostis;N;0;0
2;8;T;A;Erigeron_canadensis;Centaurea;N;40,3;31,6
2;8;T;A;Erigeron_canadensis;Plantago;N;48,2;24,5
2;8;T;A;Erigeron_canadensis;Ranunculus;N;0;0
3;8;T;A;Erigeron_canadensis;Invasive;I;79,6;32,3
3;8;T;A;Erigeron_canadensis;Agrostis;N;96;34,9
3;8;T;A;Erigeron_canadensis;Centaurea;N;103,6;109
3;8;T;A;Erigeron_canadensis;Plantago;N;5;8,2
3;8;T;A;Erigeron_canadensis;Ranunculus;N;4,8;0
1;16;T;A;Erigeron_canadensis;Invasive;I;216,8;47,4
1;16;T;A;Erigeron_canadensis;Agrostis;N;117,9;26
1;16;T;A;Erigeron_canadensis;Centaurea;N;248,3;109
1;16;T;A;Erigeron_canadensis;Plantago;N;168,6;63,7
1;16;T;A;Erigeron_canadensis;Ranunculus;N;154,7;106,7
2;16;T;A;Erigeron_canadensis;Invasive;I;195,8;61,5
2;16;T;A;Erigeron_canadensis;Agrostis;N;5,1;0,2
2;16;T;A;Erigeron_canadensis;Centaurea;N;269,8;159,8
2;16;T;A;Erigeron_canadensis;Plantago;N;484,6;207,6
2;16;T;A;Erigeron_canadensis;Ranunculus;N;93,5;42,7
3;16;T;A;Erigeron_canadensis;Invasive;I;136;39,3
3;16;T;A;Erigeron_canadensis;Agrostis;N;169,4;49,4
3;16;T;A;Erigeron_canadensis;Centaurea;N;230,7;114
3;16;T;A;Erigeron_canadensis;Plantago;N;102,5;21,7
3;16;T;A;Erigeron_canadensis;Ranunculus;N;0;0
1;32;T;A;Erigeron_canadensis;Invasive;I;240,5;97,5
1;32;T;A;Erigeron_canadensis;Agrostis;N;83,2;38,4
1;32;T;A;Erigeron_canadensis;Centaurea;N;6,7;0
1;32;T;A;Erigeron_canadensis;Plantago;N;461,2;161
1;32;T;A;Erigeron_canadensis;Ranunculus;N;66,6;18,7
2;32;T;A;Erigeron_canadensis;Invasive;I;341,8;163,4
2;32;T;A;Erigeron_canadensis;Agrostis;N;69,3;25,8
2;32;T;A;Erigeron_canadensis;Centaurea;N;250,9;100
2;32;T;A;Erigeron_canadensis;Plantago;N;0;0
2;32;T;A;Erigeron_canadensis;Ranunculus;N;49;23,7
3;32;T;A;Erigeron_canadensis;Invasive;I;227,6;58,5
3;32;T;A;Erigeron_canadensis;Agrostis;N;207,3;65,5
3;32;T;A;Erigeron_canadensis;Centaurea;N;260,3;69,2
3;32;T;A;Erigeron_canadensis;Plantago;N;503,9;208,1
3;32;T;A;Erigeron_canadensis;Ranunculus;N;0;0
1;64;T;A;Erigeron_canadensis;Invasive;I;325,9;150,6
1;64;T;A;Erigeron_canadensis;Agrostis;N;50,4;22,6
1;64;T;A;Erigeron_canadensis;Centaurea;N;101,5;84,2
1;64;T;A;Erigeron_canadensis;Plantago;N;259,2;109,3
1;64;T;A;Erigeron_canadensis;Ranunculus;N;215;127,9
2;64;T;A;Erigeron_canadensis;Invasive;I;386;101,3
2;64;T;A;Erigeron_canadensis;Agrostis;N;369,5;98,8
2;64;T;A;Erigeron_canadensis;Centaurea;N;123,8;54,3
2;64;T;A;Erigeron_canadensis;Plantago;N;230,2;100,2
2;64;T;A;Erigeron_canadensis;Ranunculus;N;165,7;102,3
3;64;T;A;Erigeron_canadensis;Invasive;I;478,2;285,1
3;64;T;A;Erigeron_canadensis;Agrostis;N;8,8;3,3
3;64;T;A;Erigeron_canadensis;Centaurea;N;184,9;217,1
3;64;T;A;Erigeron_canadensis;Plantago;N;385;150
3;64;T;A;Erigeron_canadensis;Ranunculus;N;280,2;184,8
1;4;T;N;Erigeron_canadensis;Agrostis;N;9,5;2,1
1;4;T;N;Erigeron_canadensis;Centaurea;N;44;31,5
1;4;T;N;Erigeron_canadensis;Plantago;N;27,5;2
1;4;T;N;Erigeron_canadensis;Ranunculus;N;7,1;0
2;4;T;N;Erigeron_canadensis;Agrostis;N;2,8;3,4
2;4;T;N;Erigeron_canadensis;Centaurea;N;40,4;38,3
2;4;T;N;Erigeron_canadensis;Plantago;N;20;11
2;4;T;N;Erigeron_canadensis;Ranunculus;N;4;2,2
3;4;T;N;Erigeron_canadensis;Agrostis;N;4,2;1,6
3;4;T;N;Erigeron_canadensis;Centaurea;N;15,8;5,1
3;4;T;N;Erigeron_canadensis;Plantago;N;19,1;14,9
3;4;T;N;Erigeron_canadensis;Ranunculus;N;27,2;12,9
1;8;T;N;Erigeron_canadensis;Agrostis;N;11;4,1
1;8;T;N;Erigeron_canadensis;Centaurea;N;88,9;53,6
1;8;T;N;Erigeron_canadensis;Plantago;N;111,6;93
1;8;T;N;Erigeron_canadensis;Ranunculus;N;0;0
2;8;T;N;Erigeron_canadensis;Agrostis;N;34,1;20
2;8;T;N;Erigeron_canadensis;Centaurea;N;167,6;225,1
2;8;T;N;Erigeron_canadensis;Plantago;N;7,8;0
2;8;T;N;Erigeron_canadensis;Ranunculus;N;7,4;1,3
3;8;T;N;Erigeron_canadensis;Agrostis;N;26,8;20,4
3;8;T;N;Erigeron_canadensis;Centaurea;N;96,8;59,3
3;8;T;N;Erigeron_canadensis;Plantago;N;13,6;6,3
3;8;T;N;Erigeron_canadensis;Ranunculus;N;0;0
1;16;T;N;Erigeron_canadensis;Agrostis;N;115,4;46,9
1;16;T;N;Erigeron_canadensis;Centaurea;N;231;165,4
1;16;T;N;Erigeron_canadensis;Plantago;N;287,6;93,4
1;16;T;N;Erigeron_canadensis;Ranunculus;N;0;0
2;16;T;N;Erigeron_canadensis;Agrostis;N;162,8;93,8
2;16;T;N;Erigeron_canadensis;Centaurea;N;319,9;279,8
2;16;T;N;Erigeron_canadensis;Plantago;N;274,6;138,4
2;16;T;N;Erigeron_canadensis;Ranunculus;N;27,1;15,4
3;16;T;N;Erigeron_canadensis;Agrostis;N;68,5;12,5
3;16;T;N;Erigeron_canadensis;Centaurea;N;118,3;69,5
3;16;T;N;Erigeron_canadensis;Plantago;N;268,9;101,2
3;16;T;N;Erigeron_canadensis;Ranunculus;N;198,2;119,1
1;32;T;N;Erigeron_canadensis;Agrostis;N;33,5;20
1;32;T;N;Erigeron_canadensis;Centaurea;N;615,3;398,4
1;32;T;N;Erigeron_canadensis;Plantago;N;165,9;77,9
1;32;T;N;Erigeron_canadensis;Ranunculus;N;8,7;0
2;32;T;N;Erigeron_canadensis;Agrostis;N;67,5;15
2;32;T;N;Erigeron_canadensis;Centaurea;N;156;59,1
2;32;T;N;Erigeron_canadensis;Plantago;N;191,2;85,2
2;32;T;N;Erigeron_canadensis;Ranunculus;N;115,7;44,1
3;32;T;N;Erigeron_canadensis;Agrostis;N;0;0
3;32;T;N;Erigeron_canadensis;Centaurea;N;212,6;118,1
3;32;T;N;Erigeron_canadensis;Plantago;N;781,2;314,8
3;32;T;N;Erigeron_canadensis;Ranunculus;N;162,1;121,1
1;64;T;N;Erigeron_canadensis;Agrostis;N;498,2;169
1;64;T;N;Erigeron_canadensis;Centaurea;N;185,6;75,5
1;64;T;N;Erigeron_canadensis;Plantago;N;204,8;56,3
1;64;T;N;Erigeron_canadensis;Ranunculus;N;217,5;95,6
2;64;T;N;Erigeron_canadensis;Agrostis;N;8;2,1
2;64;T;N;Erigeron_canadensis;Centaurea;N;513,3;169
2;64;T;N;Erigeron_canadensis;Plantago;N;564,1;174,7
2;64;T;N;Erigeron_canadensis;Ranunculus;N;91,6;53,2
3;64;T;N;Erigeron_canadensis;Agrostis;N;248,9;60
3;64;T;N;Erigeron_canadensis;Centaurea;N;120,9;44,3
3;64;T;N;Erigeron_canadensis;Plantago;N;455,3;203,6
3;64;T;N;Erigeron_canadensis;Ranunculus;N;136;52
